id,text,polarity
b4be9c49,"Me preparo el Curso de Socorrista Acuático de la Cruz Roja. Aprendemos desde primeros auxilios, manipulación DESA, hasta salvamento en medio acuático tanto en piscina como en playa y barca/lancha. Acabo el 7 de mayo, por si hay algún establecimiento que necesiten.
Muchas gracias",Positive
1c548173,"Víctor Claver, gustándose: El ala-pívot del Barça Lassa encuentra el camino libre hacia el aro y machaca plásticamente a una mano https://t.co/UCojKnj0qR",Neutral
ec27714d,Hace 17 años el mejor jugador del mundo hace su debut con él Barca infantil. Grande Messi!!!,Positive
1c8d0196,Piqué deja la nota positiva de la semana para Ernesto Valverde https://t.co/3wd23cP7Z8  #fcb #fcblive #barca https://t.co/NT9sbYQolX,Positive
484c6a70,(AS) Estrellan un coche en la tienda del Wanda y la desvalijan https://t.co/5lAanuvOYd #Atleti,Neutral
d56a9db2,17 años del debut de Messi con las categorías inferiores del Barça. Todo empezó ahí https://t.co/7m1rE3dnSK,Neutral
ec57d05b,"@sport Es en serio esto?  Hay que analizar un partido del Barsa sin Messi y uno del Madrid sin Cristiano,  el Madrid seguro funciona, el Barca se estanca.",Negative
e39c16ba,"@McNulty_RM Periodista del Atleti, normal que defienda la grada.",Neutral
a0170334,@DValdearenas12 Estamos pa hablar los del Barça majete,Neutral
855b4c6b,"@MadridistaDeBie @Alexmarko88 Parace chiste pero es la verdad, eso se lo recriminaba la gente del Barca y aún hoy en Paris.",Neutral
9f06bf20,Iniesta inicia su plan en la Ciutat Esportiva para llegar al Barça-Chelsea https://t.co/aC8MCrPQMC,Neutral
c3b7a200,El Barça Lassa deja casi vacía la enfermería https://t.co/3fv3gD3NJw,Neutral
3525f290,McGuane podría debutar con el Barça y convertirse en el segundo inglés… https://t.co/bIc2SHJ3xp Ver:... https://t.co/Ulab75W51I,Neutral
2325cf92,"@inakialvarez @realmadrid Nenas, que festejen cuando alcancen al barça en la liga mi príncipe, ya casi nos alcanzan",Negative
3da5c876,"@MarielyJv @VenezuelaCule @LuisOmarTapia Al final el City de Hoy nombre por nombre no es Barça de la época de Pep, es un equipo discreto en nombres que ha estado jugando muy bien en conjunto. La locura del mercado es la q hace ver esa nomina así, a parte q se busco excelentes suplentes.",Neutral
973fb826,"@victorgarciacr @GolDeGodin_ No has entendido a lo que me refiero, el madrid tiene dinero al igual que el Barça por el prestigio que se han ganado durante los años ganando y junto con las buenas gestiones. Por eso está empezando a tener bastante dinero el atléti ... cuanto más ganas más se invierte en ti",Neutral
0f7c30ce,"@AlfonsoSurezLpe @VictorLavinDPaz No conozco a nadie que sea del Barça y esté más pendiente, vea más partidos y escriba y opine tanto del Madrid como tú! Digno de estudio!!! 🤪😜🤪😜🤪😜 Ahora el PSG es una “banda”? 😱",Neutral
787a229c,@mamuelito198486 Ah y según vos ama al Madrid pero se va al Barça y al PSG antes. Muy lógico 😂,Negative
61660008,"@elGoldenGallo Este perro solo tiene 10 goles en liga, tres más que Paulinho que juega los últimos 20' de cada juego del Barça.

No mames, Manuel.",Negative
ba667332,"@Alex_Torres_15 @FCBarcelona Si te fijas, es el 2º equipo q más balones recupera en campo contrario (solo por detrás del Eibar). Presiona en bloque alto. Todos los equipos recuperan un mayor número de balones en su campo",Neutral
539e1153,"#DebateHDF
Real Madrid ed un pecho frío, cuando lo agarre el barcelona lo elimina de la champions, aguante el barca que tiene al mejor jugador del mundo, saludos desde uruguay, punta del este.",Neutral
4a5ab40e,Buah a mi me encantaría que el Barça fuera el rival que nos tocara para los cuartos la follada va a ser pequeña y si Juancar ya me puedes dar me gusta que te vas a enterar reza REZA para que no le toque el Barça al Madrid @juancarcalles,Neutral
4a7bd865,"Boca papá, sólo river pierde con el barca https://t.co/M5RLObjhps",Neutral
35e4c064,"Sobre el Lokomotiv, cómo llega a la eliminatoria contra el Atleti y toda la vuelta del fútbol a Rusia hablo en mi columna en @ug_football.

https://t.co/SrhezZaXKM",Neutral
ea7762df,"@SpheraSports ⚽️ David Villa
🗣 Pep Guardiola
✍️ Dimitri Piterman
🎫 El Molinon
🎽 Barça",Neutral
bbc061c3,"@FCBarcelona Tant catalans que dieu que sou!! Hauríeu de ser els primers en donar prestigi a la #SupercopaCAT jugant-la amb jugadors del primer equip. Sinó la voleu jugar, que la jugui el @GironaFC visca #rcde i visca #republicacatalana https://t.co/p76DZUQZnR",Neutral
0e9eb9ce,"@abc_es Eso ha sido obra del Dúo que dirige al @atleti, al ver el fracaso en las ventas de las camisetas con el logo",Negative
6b2b37dc,La 'rajada' de un ex objetivo del Barça sobre Emery y el jeque https://t.co/wBKn3UVrFd  #fcb #fcblive #barca https://t.co/CxEQh0CzEA,Negative
21ecc7a9,El Barça Lassa deja casi vacía la enfermería https://t.co/e8P1mOOJsQ https://t.co/LBbO0DaQog,Neutral
899d4dc0,"@2010MisterChip El fanatismo extremo no les permite disfrutar de lo bello del futbol. Soy del Madrid y apoyo a Cristiano y no dejo de dar gracias por la oportunidad de ver a Messi jugar. No soporto al Barca, pero Dios como juegan. Una bella época en el futbol sobre todo el Español",Positive
d65103b5,LAS PORTADAS DE HOY https://t.co/ZQtynODZRd,Neutral
bb536310,"@DiegoACarranza7 Le encanta la fiesta, póker, IG y su hermana... Les dará más dolores de cabeza. A mi, personalmente me hizo rabiar más de lo que sentí que dió al Barça. 1 año bueno de 4.",Negative
67cfb859,"@Aitor_Cachon @imaetxega Barça o Barcelona, por favor. Gracias.",Neutral
a49afd50,En @ecdeportes: Juanma López: de vender cazadoras en la cantera del Atleti a comprar el Recre por 1€ https://t.co/5fQlvvTqIP,Neutral
421bb4c8,"Hace 17 años, Messi por primera vez se puso la Barça - ESPN https://t.co/WsIFpdCxg1",Neutral
9b82b6ab,@LuisOmarTapia El técnico de fútbol actual... no es una excusa es la realidad.. al Barca lo hacen jugar el jueves vuelo 4 horas y juega el domingo... no son robots son humanos,Negative
abbfb17f,"Candidatos a ganar la UCL 17-18 (07/03/18)

1º Real Madrid, City, Barça
2º Tottenham, Bayern
3º United, Liverpool",Neutral
ab1772b9,"Esto del fútbol es así, te suben y bajan a la vez, según sople el viento y de 0 a a100 de un cohete espacial, decir fiasco a Emery, por perder contra dos equipitos...como Barça y Madrid, con el primero, la vuelta.....y contra el RM no tenía a su máxima estrella..@amaliomoratalla",Neutral
dd705f2b,MERCADO | Los tres jugadores del Barça que Mourinho pretende fichar en verano - https://t.co/neJanOZYMP https://t.co/KPZGQT2pAu,Neutral
4db749f9,"#Deportes Hace 17 años, Messi por primera vez se puso la Barça - ESPN https://t.co/tR5WtyWNXf https://t.co/6FeyBj2mHu",Positive
65b9fa58,"@Toninozzr @jg_dominguez Como todo demagogo, mezcla valores y política. No será Ud del Barça por casualidad?",Negative
9b78b74f,@realmadrid Celebren ahorita por q cuando los agarre el Barça no lo podrán hacer jajajajajajaja,Neutral
c32f0198,"@natxinho @LgangLGang No tienes fe ni nada, en el momento que un club junta todo lo que ha juntado el barcelona lo menos que se puede hablar es de robos al madrid, cuando viendo la eliminatoria de hace un año el arbitro favorecio al barca contra el psg, tambien pasó con el chelsea, que mas quereis?",Neutral
a245b96d,AS - Los jugadores del Barça confiaban en el pase a cuartos del Real Madrid https://t.co/VN70wUITqh,Neutral
b0e5ffac,"DIOS MIO, eres de los puntos mios. Barça y Liverpool. FOLLOW @SirLiverbird",Neutral
f45f4a4e,"Los cuartos de final de esta champions van a estar bellos, tengo 4 opcionados al título Barça, Madrid, Bayern y City, pero ojo con Tottenham y Liverpool",Positive
64088330,"Súbe que te llevo .
quién maneja mi barca...
Que a la deriva me lleva .. en Playa El Palmar https://t.co/6MZ3JhmGBe",Neutral
80e551b5,@joansubi3J Dime un partido bueno de Asensio???? Quitado el del Barça de la súpercopa.... para 3 partidos al año ya tenían a Ozil y mira donde acabó... blfffff,Negative
4ac58654,"@AS_Manolete En el anterior sorteo de Champions, el chollo del #PSG era el que querías para el #Atleti, no?",Negative
506640d9,"@LuisOmarTapia Algunos lo ponen como el mejor DT de la historia y para mí está lejos. Que ""invento"" el Tiki Taka, falso.
El Barça se le cayó al final.
Fracaso en Munich. (Ganar liga y Copa es normal)
Nada con el City en la 1a. temporada (Conte campeón). 
Medianito el Pep...",Negative
f071b6f1,"@FCBarcelona Hola, ¿sería posible saber cuándo estarán a la venta las entradas de Barça-Chelsea? Gracias",Neutral
987d8c86,"@Corredera7 Juegues donde juegues, lo vas a hacer de lujo, el rayo del Atleti Féminas!",Positive
654d05dc,"Please RT!! #barcelona #fcbarcelona #Barca #fcb    Márquez: ?Viendo el vestuario del Barça, lo entiendes.. https://t.co/nxblwP9y94 https://t.co/jBANSszGa1",Positive
1d6504c7,@FCBarcelona cuiden a Messi la puta que los pario!,Negative
a63ff681,#barcelona #visca El Barça Lassa deja casi vacía la enfermería https://t.co/Rpz1VHd8wJ https://t.co/zg18b6raOY,Neutral
312738ee,#Atleti #colchonero Estrellan un coche en la tienda del Wanda y la desvalijan https://t.co/e0j3jNEMAu,Neutral
59ad8190,"@J0merJS1mps0n @sport Correcto, para empezar el día que se vayan los dos....volverán a tener oportunidades de ganar la liga de verdad Valencia y Sevilla (Atleti por supuesto, pero como con el cholo ha estado siempre ahí...otra cosa será cuando se vaya)",Neutral
61110555,@eSports_Barca @LitLegend_77,Neutral
0726a879,No había caído en cuenta pero el Barça está cerca de ganar su 7ma liga de las últimas 10. 7 ligas de 10. El dominio en España del Barça de esta generación es arrollador..,Positive
0adb5dba,LO QUIERE FUERA https://t.co/AnRgAgianZ,Negative
7d2e820f,"@marcmarquez93 @3gerardpique @SergiRoberto10 @JordiAlba @miguelruizfcb @SChecoPerez @FCBarcelona ,Tendré que recuperar todas  mis horas de sueño,que he perdido por un Catalán Anti. Español.
Tú también eres del lazo amarillo.😞? Ufffff . ojalá os dieran  la independencia. Pero primero pagar lo que debéis.",Negative
99ac6c6a,@carlosadar0GD @456_joshua @elchiringuitotv En Champions como nos toque con el barça lo eliminamos,Positive
279e1438,"@Giovannifxf @pilotaipunt Qué vergüenza,solo medio metro tioooo,somos el Barça y podemos poner la varrera donde queramos tioo",Negative
fdc7f7d4,"@ferpulpillo Tal vez estos equipos habrían podido ponerles en apuros de otra forma, por su juego, pero Madrid o Barça les han petrificado por su presencia. Este PSG ha competido bien ante equipos como Chelsea. Ante el Madrid el miedo en el centro del campo era visible, nadie arriesgaba",Neutral
2071cf69,"Tengo la impresión, y a las pruebas me remito, que para este Madrid, el peor rival posible en CL es el Barça y el nivel superlativo que alcanzan Messi o Piqué, muy superiores a su par, en el Bernabéu. Por eso, abogo, si cae el Chelsea, por un clásico en cuartos.",Neutral
f7f97a75,"Si os llamáis DEPORTES CUATRO, es para que habléis de todos los deportes, no que el programa dura 45 min y 30 min son del Madrid o Barça. Hay más deportes además del fútbol. Sino, llamaros Fútbol Cuatro. Imbéciles @DeportesCuatro",Negative
b08d3451,@2010MisterChip Pero si el Madrid se topa al barça con el mejor Messi no tendrían nada que hacer.,Neutral
9a2ca3aa,"@LuisOmarTapia Pandita todos gastan igual no?Si mas  el city pero Mou?  El barca ahorita.  En su momento Bale?Ney?  
Calma tu no eres como la demás prensa",Negative
0b65d9d6,"@IPradio Acaba de perder con Argentinos, empató con Alianza Lima pero podría ser CAMPEÓN Y SUPERAR AL BARCA, LA JUVE Y EL MAN U. Todo muy tranquilo.",Positive
1deb9600,"🎙️Philippe Montanier: ""Dembélé no tiene problemas para soportar la presión pero hay que darle tiempo para que se adapte al fútbol que juega el Barça"".
▶️https://t.co/ZdznxGn1GD https://t.co/BpSa3J5qb5",Neutral
8a0b77db,Ponen al city como candidato a ganar la champions y yo veo antes al Barça o al Madrid antes que a esos,Neutral
11940e1f,"@Los50Atleti Señores de @Wikipedia y de la #Rae si alguna vez deciden hacer un diccionario en el que se definan las palabras con una sola imagen, incluyan la foto de este señor en la de LEYENDA, ya que en la actualidad su uso esta desfigurado.
Grande Jorge Alberto de Mendon¢a
#atleti",Positive
b418d4dc,Luis Suárez advierte: la oferta que saca a un intocable del Barça en verano https://t.co/thbaqV1yAj,Positive
590965b8,"@ImanolStar95 @SaLviTa07 @Cohete_SUAREZ Aqui hay gente que raja del atleti, el problema es cuando se raja de mas, con chuleria y prepotencia y sin ser del equipo, ahi si se larga. Saludos. https://t.co/pzswQJlEx8",Negative
2b7521b7,Alguien sabe si el partido  del barça de hoy lo hacer por otro canal aparte de TV3 ? gracias,Neutral
97cfe823,"Hoy el #RCDE juega la SuperCopa Catalunya. Esta es la cuarta edición, la tercera que se juega, ya que la primera, el equipo catalán, el @FCBarcelona no quiso jugarla con el primer equipo y se suspendió. 
Hoy vuelven a ir con el filial, siguen ninguneando.
https://t.co/sksgpzkWQT",Negative
c1416690,"Al final serà materialment impossible estar d’acord en res amb aquesta dona........Ah no, que és del Barça com jo, però segur que a ella li agrada com juga André Gomes 🙃 https://t.co/WhmmelmAy4",Neutral
137571d2,"... para no cagarse encima. 
""El Madrid está a 17 puntos del líder, eliminado de Copa del Rey contra el Leganés... pero holle, que el Atleti tiene chanchullos al bender ha Carascco y ha Gaitán a un club chino, y puta Leganés"". Es que es patético, joder...",Negative
16c4b8f7,"@DiegoACarranza7 FloPer sabe que el Madrid tiene que renovarse y este año si el Madrid no gana la CL es un fracaso. Año en blanco con esta generación es malo, no, malísimo. Reventará el mercado con Ney y Neymar, lo he dicho mil veces y desde que estaba en el Barça, es un pufo con mucho marketing.",Negative
df0fe972,Siguen cansinos los de la caverna y sus seguidores con l golazo de #Messi..!!😥😥😬😬,Negative
a129f5fe,"@jorgeshrug El barça siempre ha fichado caro y batido records (Maradona, Ronaldo etc) esto es normal cuando hay que revolucionar una plantilla. Lo que yo critico es haber destrozado la cantera y los Digne por 20, Gomes por 50 etc.",Negative
a3ea7e6d,"@memedeportes Para que eso se cumpla, tiene que jugar en el Barça primero",Neutral
ebd04af4,"@SaLviTa07 @KaaWaa_ @Cohete_SUAREZ Tu contrato durará lo que aguantes sin rajar del Atleti. Suerte
Grandessss @KaaWaa_ @SaLviTa07",Neutral
c3b68fb6,"@Gemahurtado_ @realmadrid @xavimartinez Porque es del barca nuestro querido Xavi 😂😂😂.
Me alegro q se equivocara 😂😂",Neutral
0a7482f2,@BodegaAteneo @jordiabogado @hjimenezj @Anfersantos Ya sabes. Ahora el PSG es un truño. Hace 3 meses era el nuevo Barça. Como con los Manchester los últimos años.,Negative
dc6f9c13,"@jpmoreno83 @libertaddigital Y lo mismo hicimos más de la mitad del resto de España, los que somos del Barça  del Atlético  del Athletic  de la Real del Valencia.    Es algo lógico. Al revés pasaría igual.",Neutral
c665f8b1,"Con este Atleti, este Sevilla y la competitividad de equipos como Eibar, Girona o Getafe, Emery no acaba ni octavo.",Negative
e2a985e6,"@SpheraSports ⚽️Lionel Messi
🗣Guardiola
✍🏻 Agustín Lendoiro
🎫 La Catedral de San Mames 
🎽 La Centenaria del Barca.",Neutral
f3cddd34,"@DiogenesAcosta Te esta afectando ver a @jj_villeda todos los días , te estás enfermando ...vacúnate pero YA ! Desperta de ese sueño...Visca Barca",Negative
b619f9d9,"Me pregunto pq en @JugoneslaSexta, @jpedrerol no habla de q el PSG salió sin tensión , sin ganas etc...y dicen q fue el Madrid el q no los dejó,en cambio, el Domingo critican al Atlético por lo mismo q hizo el PSG pero no alaban al Barça por no dejarles jugar",Negative
2c0f9646,Échenos al que sea ... ojalá seas tú puto city o al maricon del barça https://t.co/2LVVbOgHnx,Negative
ebaa0c1d,"@sebastiiaanalv @100mill_de_seg @Bre4KPointX13 @InvictosSomos Es fácil decir que sólo se concentran en champions. Eso antes lo que demuestra es incapacidad de tener seriedad ante las tres competiciones al tiempo. 
El Barça, el bayern piensan siempre en ganar las 3 cosas. Es filosofía de vida.",Neutral
1d15478f,"Sin embargo el balance de Ligas va ser 3-1 para el Barça, el torneo de la regularidad donde pesa más la plantilla que en Champions

Pero para poder seguir con la crítica, asumiendo el discurso de que solo cuenta la Champions

Pd: es súper responsable Paulinho de esos 4 años sí https://t.co/Bya3SxLjmj",Negative
095f8bf3,Oportunidad para Yerry Mina: Jugará como titular del Barça mañana https://t.co/9nGd3ujEUj,Neutral
f2ff6479,"@EsportsRAC1 Jo crec que seran campions, no tenen rival a Europa el Barça no té res a fer contra el Reial Madrid.",Neutral
e3dcf4f7,"Nuestra prensa en lugar de ser la prensa del Barça, es la del PSG y el  Real Madrid, increíble, que les den por viento a los dos equipos y que  les vaya lo peor posible",Negative
11712a26,"@Generaldepie_ Fácil,muy fácil
Tú,quítale al Barça a Leo Mesi
Quítale a Neymar al PSG......
Y los binomios de la cuarta fracción de la suma de sus comandos es equilibrante,o sea,
Igual de igual de lo mismo
Ala.....me he quedao a gusto😂",Neutral
6122ccb4,@MisterSeitan A veces las cosas no se dan porque así es. Es posible que ni Gomes ni Suarez son para el Barca. Les queda muy grande la camiseta. Son para equipos de menos categoría donde existe menos presión para ellos como el Valencia y el Sevilla.,Negative
0ced130b,"@FOXSportsArg Disculpen ... pero esto se ve que es bien rioplatense, por no decir argentino ... Boca 30 % ? Con todo el respeto que me merece Boca, estan 3 goles abajo de la Juve ... y no quiero pensar cuantos abajo del Barca y el City !!!",Neutral
b8ca8387,"@EfrainMoises17 @lparbitrofutbol @Trigueros17 No se han quejado siempre, eh! Ha sido esta semana puntual, por lo menos en el caso del @FCBarcelona_es. Si hubiera ido el @Atleti, el Cholo hubiera dicho lo mismo. Tendrías que preguntarle a Trigueros por qué lo dice y no es el único. Un saludo.",Neutral
b3ff93a8,A tragar que és el Barça. Molt bé @FCF_CAT @andreusubies! https://t.co/zEpOjDCIMh,Positive
ce470782,"El Barça eliminó al PSG remontando un (4-0, nunca visto en la historia) por el árbitro. El Madrid elimina al PSG por la mística, el ADN y su orgullo. Los mismos que han ganado por 1gol en el 93 y otra a penaltis. 
Griezzman falló el penalti y Vidal el suyo por el ADN blanco 😂😂",Negative
aa9fa1ea,"#UCL Pero sí se cumple esa lógica, cada vez con mayor frecuencia, cuando las últimas cuatro temporadas sólo la ganan @realmadrid y/o @FCBarcelona. Extensible a seis de los últimos diez títulos.",Neutral
b2ac7deb,"Ese que se permite a hablarle con desdén a un aficionado de verdad, del equipo de su ciudad, que huele el césped de su estadio cada finde junto a su gente, porque ""su"" Madrid o ""su"" Barca ganan siempre.",Negative
6ec084a4,Héctor Bellerín quiere fichar por el Barça | Mercafutbol - Noticias de rumores y fichajes de fútbol https://t.co/fnZA2jbtX0,Neutral
9c56f145,"Se cumplen 1⃣7⃣ años de que #Messi se vistiera por primera vez de azulgrana.
#Barça
📸vía @brfootball https://t.co/DnxOQJnhbB",Neutral
057eb8df,"@LuisOmarTapia @IkerCasillas @ChampionsLeague el casillas que siempre salía goleado por el Barça, de eso no te acuerdas pinche canoso",Negative
8b8c5ea1,@lluisizquierdo Para que luego quitéis méritos al Atleti del Cholo lo que ha hecho estos años,Positive
ae6284de,@bet365_es Un Madrid vs Barça pero este año los dos equipos que tienen mejor pinta son Manchester City y Barça,Neutral
b564854a,@Atleti https://t.co/LdR9whIDWD,Neutral
dbf2229e,"@DiegoACarranza7 Y si tienes toda la razón ni el mejor Barça pudo, pero ese Barça le daba 10 vueltas al Madrid de la 2016... Ves como son las cosas... Al final no importa si son seguidas o no, al final es la cantidad que se ganan. Habrá que ver cómo termina esta generación y te digo algo...",Neutral
01bf8028,"@Batistuta12 @lparbitrofutbol @Trigueros17 @FCBarcelona_es @Atleti Más motivo, se quejan esta semana solo porque empataron, y Trigueros aprovecho que lo dijese Busquets para decirlo también. Nunca se quejan, ¿a que viene eso ahora? Por eso digo que no es que vivamos en islas desde hace ayer y les fastidie hoy porque si.",Negative
4b793556,@garcia_nick85 Haha el Barca la va a ganar obviamente ❤️ “Gana el que tiene a Messi”,Positive
a7ab3ff6,Gerard Piqué confirma la primera fuga sonada del Barça: está fuera https://t.co/coDRPeKc45,Negative
275e6bbd,"una opinión deja de ser una opinión cuando, oprime/ofende a una persona o a un colectivo hostia, una opinión es decir que para ti el Barça es mejor que el Madrid no decir que los homosexuales no son normales, que sois gilipollas y no es una opinión es una afirmación.",Negative
02ebe878,@rafapuente_espn si se encuentra al Barça hasta ahí llega... saludos rafa,Neutral
63b628f4,@GolCaracol Quería ser el mejor te fuites del barca ahora tienes q esperar otra champions para ver si te las puedes ganar o si ganas el mundial y le veo difícil,Negative
792f042d,"@_SentimentCule No hay que confiarse nunca con ellos por muy mal que estean, pero yo creo que hay varios equipos que lo pueden eliminar a parte del Barça, cómo por ejemplo Bayern o City",Neutral
52510c94,Hoy se cumplen 17 años del debut de Lionel Messi en el Barcelona B. La historia aún no termina... 🇦🇷⚽🔝🇪🇸 #LionelMessi #FCBarcelona https://t.co/nQwgXtzEms,Positive
7de68504,El 14 todos viendo el superclásico. Yo el 14 voy a ver al Barça ⚽🤙,Positive
f07bfa5e,Igual que el Madrid al PSG el Chelsea manda al Barça el Chelsea manda al Barça el Chelsea manda al Barça al carrer,Neutral
ca69933d,"Aquest vespre qui tindrà minuts és Dembélé.
De la situació que viu al Barça en parlem amb Philippe Montanier, entrenador del francès al Stade Rennes: ""Hay que tener paciencia con él porque es muy joven y ha estado lesionado"".
▶️https://t.co/ZdznxGn1GD https://t.co/uF0S04qwnW",Neutral
ac9e7d8a,Y os lo dice alguien que quiere ver a André Gomes lejos del Barça lo antes posible,Negative
df4979ef,@mauriciopedroza el travesti cuando juega contra el Barça se arruga y Messi lo deja de rodillas,Negative
4060db0a,Las redes estallan contra @DaniAlvesD2 por una frase sobre el @PSG_inside https://t.co/m6xizliuy8 #FCBLive #FCB #Barca #UCL https://t.co/eKbSnNwnrr,Neutral
d9fee5a0,@VictorJ_13 Esa foto la subieron cuando el Barça perdió la Supercopa de España 🙄 Ahora calladitos como putas 😂🤣,Negative
5826048d,@_SentimentCule Lamentable.Debemos estar orgullosos de nuestro barca que suda la camiseta toda la temporada en todas las competiciones.Grandes.,Positive
557d37e6,"@isconic Lets face Barca in quarters 
City in Semis
Bayern in finals
And when we lift the trophy no one dares doubt us again",Positive
84f44fff,"@wahou_wahou64 @jg_dominguez Soy más de motos... pero si, del barça. Usted camina mucho por mis tierras? Hoy me he cruzado con 17 críos en pocos minutos. Sólo una se expresaba en catalán, de verdad cree que está en peligro el castellano con la inmersión?",Neutral
273c86fc,"@diablillocule14 @InvictosSomos Hablamos de Cristiano, no? Y si hablamos de robos mira bien los del barca, cuanto se tardaron en marcarles penal? Expulsiones? Hablamos de Cristiano campeón, ahí solo sale dos veces NAJAJJAJAJA si dices que todos regalados",Negative
4451c606,"@AS_Manolete Usted habla de City, Barça, Juve o Tottenham que todavía no han conseguido su pase, y su soberbia considera que van a pasar los 4, que osado, usted es anti-madridista y eso es una enfermedad.",Negative
ce888a4a,"@Atleti_Co Joder menos mal, porque no tiene historia de copas pagadas",Positive
84ce6118,@ViejaEuropa1 Y el barça sin Neymar?,Neutral
e8e0f7fe,"@JeffersonF_10 no jugará mañana ante el @Atleti por los octavos de final de la #EuropaLeague, por seguir con su lesión que contrajo ante Niza en los dieciseisavos del torneo europeo.
Vía: @franztamayo29 
@EntrePortadasEP",Neutral
fd86df76,HORARIOS MUNDIALES para el partido de HOY entre el Barça y el Espanyol en la final de la Supercopa de Cataluña 2018 https://t.co/RLg8CTBHP9 https://t.co/I7dFv2sx8U,Neutral
2b755560,@DarkQuality @Ramon_AlvarezM @FranEterno7 Sisi estoy de acuerdo si yo prefiero a case ademas busquets cuando presionan al barca y lo hacen de correr sufre mucho,Positive
65327268,"@AS_Manolete @lolitolama Manolete, a ver si te das cuenta que el único chollo que ha habido y habrá en la champions es el Atléti...... En Europa no sirve ni pa tacos de escopeta",Negative
ab02d098,"@HectorBellerin no estaría a gusto en el @Arsenal. ¿Oportunidad para el @FCBarcelona?
https://t.co/pcDVJxY1tP https://t.co/RNnky7QwRZ",Neutral
8e851cfa,@Todo_atleti mas vale que lo haga en los partidos que es donde vale,Negative
6a773e80,@AS_Manolete Alves se fue del Barça a la Juve.,Neutral
924a2e25,@MrPortadas Imagínate los que escribe Pedrerol cuando el Barça de folla al Madrid en la razón...,Negative
9b3ae3ef,"Andrés Iniesta, a toda máquina para llegar al Barça-Chelsea https://t.co/mM49GYs5RW",Neutral
84d31e1d,Alguien sabe en que hotel de concentracion se alojara el Barça en Malaga????,Neutral
adcbe909,"@Pirata__Roberts Después de un partido del Madrid de Champions, ¿de qué quieres que se hable? ¿Del liderato incontestable del Barça en Liga o de que está en la final de Copa? ¿Hacemos un especial con los mejores goles del Barça hasta ahora? Todo a gusto vuestro, para que el culé no se queje.",Negative
b7007742,"⚽️🇪🇸| Barça

Se cumplen 17 años del debut del genio, del mejor jugador de la historia, con el infantil B del Barça. 
Lionel Messi. 
😎👑🇦🇷

#FCBlive #Barça #ForçaBarça #FCBarcelona #LaLiga #LeoMessi ⚽️🔴🔵

Vía 📎FCBarcelona_es

https://t.co/AN5kWUSRAU",Positive
a246aab8,💰 MERCADO Los tres jugadores del Barça que Mourinho pretende fichar en verano ⬇️⬇️ https://t.co/o55JLjrCvT,Neutral
1d2b6a9c,@DjMaRiiO_90 Que como no ganen la champions se van a la mierda por payasos.@Atleti el mejor equipo del mundo. Puto @realmadrid,Negative
f9b45721,"@Univ_Deportivo @El_Universal_Mx Yo nomás veo q rompe y rompe records y aun así los medios “serios”, solo se la maman a Messi y al Barça, por que será??? 🤔🤔🤔🤑🤔",Negative
4f9c2151,"Esto del fútbol es así, te suben y bajan a la vez, según sople el viento y de 0 a a100 de un cohete espacial, decir fiasco a Emery, por perder contra dos equipitos...como Barça y Madrid, con el primero, la vuelta.....y contra el RM no tenía a su máxima estrella, pues vale...",Neutral
0299b9ce,"@GallardoX13 @TOTWprediccion Te repito, después de ganar al atleti y quitarles el invicto a la semana siguente no sacamos IF, lo mismo ha pasado con el madrid y con el barça",Neutral
648127fd,"De los 22 jugadores del PSG, de la plantilla de ayer sólo 3 han ganado la UCL. Uno de ellos cuando yo tenía 11 años y tengo 23. Y es motta con el Barça en 2006. Los otros dos di maria y Alves. Los demás estrellas vírgenes sin estilo ni proyecto ante una jerarquía como Madrid.",Negative
a2fd37d8,"@APUESTASMLS @gran_culon @Zona_Blaugrana Entonces..esto,es por el Barça..no esta hablando del Alibaba Bernabéu..no? Aunque ponga Madrid..esta hablando del FCB!?🤔
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂jajajajaja jajajajaja https://t.co/YOSyKSI28g",Neutral
d435b4d9,🔵🔴Hoy se cumplen 17 años del debut oficial de Leo #Messi con el Infantil B del Barça. Mira el #Video que el #FCBarcelona ha entregado para conmemorar .... https://t.co/26ALY4K0vR,Neutral
6cf62190,"@EfrainMoises17 @lparbitrofutbol @Trigueros17 @FCBarcelona_es @Atleti Escucha bien a Sergio Busquets, dice duro pero no por el viaje en sí, sino que regresaron de madrugada y al día siguiente había que entrenar para preparar el partido ante el @Atleti, ellos ya descansaditos y ellos sin apenas un día de descanso. Eso es todo. No hay que sacar mas",Neutral
657de576,"Si tuvierais que fichar a uno para el Barça a quien escogeriais?
- RT @AntoGriezmann 
- MG @PauDybala_JR https://t.co/OLR3gTQP8h",Neutral
1e3d7a91,"@garcijarvar y @scastle1977 no os da un poco de vergüenza que este señor sea del Atleti? a mi me pasa lo mismo con Roncero, periodistas... https://t.co/g94C4ofMXa",Negative
2561acb6,lo que les faltaba para no cuadrar las cuentas en el atleti jaja https://t.co/8z1jrqvV11,Negative
09767c67,"@FOXSportsArg Osea, boca no pudo con argentinos quieren que pueda  con el barca?",Neutral
